hex,NotoSansCuneiform-Regular,Santakku,SantakkuM,Esagil,CuneiformOB,CuneiformNA,Assurbanipal,CuneiformComposite,name
0x1220b,True,False,False,True,True,False,True,True,LU2 TIMES ME PLUS EN
0x1220c,True,False,False,True,True,False,True,True,LU2 TIMES NE
0x1220d,True,False,False,True,True,False,True,True,
0x1220e,True,False,False,True,True,False,True,True,
0x1220f,True,False,False,True,True,False,True,True,LU2 TIMES SIK2 PLUS BU
0x12210,True,False,False,True,True,False,True,True,LU2 TIMES TUG2
0x12211,True,False,False,True,True,False,True,True,LU2 TENU
0x12212,True,False,False,True,True,False,True,True,LU2 CROSSING LU2
0x12213,True,False,False,True,True,False,True,True,LU2 OPPOSING LU2
0x12214,True,False,False,True,True,False,True,True,LU2 SQUARED
0x12215,True,False,False,True,True,False,True,True,LU2 SHESHIG
0x12216,True,False,False,True,True,True,True,True,LU3
0x12217,True,True,True,True,True,True,True,True,LUGAL & GAN
0x12218,True,False,False,True,True,False,True,True,LUGAL OVER LUGAL
0x12219,True,False,False,True,True,False,True,True,LUGAL OPPOSING LUGAL
0x1221a,True,False,False,True,True,True,True,True,
0x1221b,True,True,True,True,True,True,True,True,LUH
0x1221c,True,True,False,True,True,True,True,True,LUL
0x1221d,True,True,True,True,True,True,True,True,LUM
0x1221e,True,False,False,True,True,False,True,True,LUM OVER LUM & SHU2
0x1221f,True,False,False,True,True,False,True,True,LUM OVER LUM GAR OVER GAR
0x12220,True,True,True,True,True,True,True,True,MA
0x12221,True,False,False,True,True,False,True,True,
0x12222,True,False,False,True,True,True,True,True,MA GUNU
0x12223,True,True,True,True,True,True,True,True,MA2 & MUG
0x12224,True,True,True,True,True,True,True,True,MAH
0x12225,True,True,True,True,True,True,True,True,MAR
0x12226,True,True,True,True,True,True,True,True,MASH
0x12227,True,True,True,True,True,True,True,True,MASH2
0x12228,True,True,True,True,True,True,True,True,ME
0x12229,True,True,True,True,True,True,True,True,MES
0x1222a,True,True,True,True,True,True,True,True,MI
0x1222b,True,True,False,True,True,True,True,True,MIN
0x1222c,True,True,True,True,True,True,True,True,MU
0x1222d,True,True,False,True,True,True,True,True,MU OVER MU
0x1222e,True,True,False,True,True,True,True,True,MUG
0x1222f,True,False,True,True,True,True,True,True,MUG GUNU
0x12230,True,False,False,True,True,True,True,True,MUNSUB
0x12231,True,False,False,True,True,False,True,True,MURGU2
0x12232,True,True,False,True,True,True,True,True,MUSH
0x12233,True,False,False,True,True,False,True,True,
0x12234,True,False,False,True,True,False,True,True,
0x12235,True,False,False,True,True,False,True,True,
0x12236,True,False,False,True,True,False,True,True,MUSH OVER MUSH
0x12237,True,False,False,True,True,False,True,True,MUSH OVER MUSH TIMES A PLUS NA
0x12238,True,False,False,True,True,False,True,True,MUSH CROSSING MUSH
0x12239,True,True,True,True,True,True,True,True,MUSH3
0x1223a,True,False,False,True,True,True,True,True,MUSH3 TIMES A
0x1223b,True,False,False,True,True,True,True,True,MUSH3 TIMES A PLUS DI
0x1223c,True,False,False,True,True,False,True,True,
0x1223d,True,True,False,True,True,True,True,True,MUSH3 GUNU
0x1223e,True,True,True,True,True,True,True,True,NAA
0x1223f,True,True,False,True,True,True,True,True,NA2
0x12240,True,True,False,True,True,True,True,True,NAGA
0x12241,True,False,False,True,True,False,True,True,NAGA INVERTED
0x12242,True,False,False,True,True,False,True,True,NAGA TIMES SHU TENU
0x12243,True,False,False,True,True,False,True,True,NAGA OPPOSING NAGA
0x12244,True,True,True,True,True,True,True,True,NAGAR & ZA TENU
0x12245,True,False,False,True,True,True,True,True,
0x12246,True,True,True,True,True,True,True,True,NAM & ERIN2
0x12247,True,False,False,True,True,True,True,True,NAM2
0x12248,True,True,True,True,True,True,True,True,NE
0x12249,True,False,False,True,True,False,True,True,NE TIMES A
0x1224a,True,False,False,True,True,False,True,True,NE TIMES UD
0x1224b,True,True,True,True,True,True,True,True,NE SHESHIG
0x1224c,True,True,True,True,True,True,True,True,NI
0x1224d,True,False,False,True,True,False,True,True,NI TIMES E
0x1224e,True,False,False,True,True,True,True,True,NI2
0x1224f,True,True,True,True,True,True,True,True,NIM
0x12250,True,True,False,True,True,True,True,True,NIM TIMES GAN2 TENU
0x12251,True,False,False,True,True,True,True,True,NIM TIMES GAR PLUS GAN2 TENU
0x12252,True,False,False,True,True,True,True,True,NINDA2
0x12253,True,True,False,True,True,True,True,True,NINDA2 TIMES AN
0x12254,True,False,False,True,True,False,True,True,NINDA2 TIMES ASH
0x12255,True,False,False,True,True,False,True,True,NINDA2 TIMES ASH PLUS ASH
0x12256,True,False,False,True,True,False,True,True,NINDA2 TIMES GUD
0x12257,True,False,False,True,True,False,True,True,NINDA2 TIMES ME PLUS GAN2 TENU
0x12258,True,True,False,True,True,True,True,True,NINDA2 TIMES NE
0x12259,True,False,False,True,True,True,True,True,NINDA2 TIMES NUN
0x1225a,True,False,False,True,True,True,True,True,NINDA2 TIMES SHE
0x1225b,True,False,False,True,True,True,True,True,NINDA2 TIMES SHE PLUS A AN
0x1225c,True,False,False,True,True,False,True,True,NINDA2 TIMES SHE PLUS ASH
0x1225d,True,False,False,True,True,False,True,True,NINDA2 TIMES SHE PLUS ASH PLUS ASH
0x1225e,True,False,False,True,True,True,True,True,NINDA2 TIMES U2 PLUS ASH
0x1225f,True,False,False,True,True,False,True,True,
0x12260,True,False,False,True,True,True,True,True,NISAG (read NISAG2)
0x12261,True,True,True,True,True,True,True,True,NU
0x12262,True,False,False,True,True,True,True,True,NU11
0x12263,True,True,True,True,True,True,True,True,NUN
0x12264,True,False,False,True,True,False,True,True,NUN LAGAR TIMES GAR
0x12265,True,False,False,True,True,False,True,True,NUN LAGAR TIMES USH
0x12266,True,False,False,True,True,True,True,True,NUN LAGAR TIMES SAL
0x12267,True,False,False,True,True,False,True,True,NUN LAGAR TIMES SAL OVER NUN LAGAR TIMES SAL
0x12268,True,False,False,True,True,False,True,True,
0x12269,True,False,False,True,True,False,True,True,NUN TENU
0x1226a,True,True,False,True,True,True,True,True,NUN OVER NUN
0x1226b,True,False,False,True,True,False,True,True,NUN CROSSING NUN
0x1226c,True,False,False,True,True,False,True,True,NUN CROSSING NUN LAGAR OVER LAGAR
0x1226d,True,True,True,True,True,True,True,True,NUNUZ
0x1226e,True,False,False,True,True,True,True,True,NUNUZ AB2 TIMES ASHGAB
0x1226f,True,False,False,True,True,True,True,True,NUNUZ AB2 TIMES BI
0x12270,True,False,False,True,True,False,True,True,NUNUZ AB2 TIMES DUG
0x12271,True,False,False,True,True,False,True,True,NUNUZ AB2 TIMES GUD
0x12272,True,False,False,True,True,False,True,True,NUNUZ AB2 TIMES IGI GUNU
0x12273,True,False,False,True,True,False,True,True,NUNUZ AB2 TIMES KAD3
0x12274,True,False,False,True,True,False,True,True,NUNUZ AB2 TIMES LA
0x12275,True,False,False,True,True,False,True,True,NUNUZ AB2 TIMES NE
0x12276,True,False,False,True,True,False,True,True,NUNUZ AB2 TIMES SILA3
0x12277,True,False,False,True,True,False,True,True,
0x12278,True,False,False,True,True,False,True,True,NUNUZ KISIM5 TIMES BI
0x12279,True,False,False,True,True,False,True,True,NUNUZ KISIM5 TIMES BI U
0x1227a,True,True,True,True,True,True,True,True,PA
0x1227b,True,True,False,True,True,True,True,True,PAD
0x1227c,True,True,False,True,True,True,True,True,PAN
0x1227d,True,True,False,True,True,True,True,True,PAP & E
0x1227e,True,True,False,True,True,True,True,True,PESH2
0x1227f,True,True,True,True,True,True,True,True,PI
0x12280,True,False,False,True,True,False,True,True,PI TIMES A
0x12281,True,False,False,True,True,False,True,True,PI TIMES AB
0x12282,True,False,False,True,True,False,True,True,PI TIMES BI
0x12283,True,False,False,True,True,False,True,True,PI TIMES BU
0x12284,True,False,False,True,True,False,True,True,PI TIMES E
0x12285,True,False,False,True,True,False,True,True,PI TIMES I
0x12286,True,False,False,True,True,False,True,True,PI TIMES IB
0x12287,True,False,False,True,True,False,True,True,PI TIMES U
0x12288,True,False,False,True,True,False,True,True,
0x12289,True,False,False,True,True,False,True,True,PI TIMES U2
0x1228a,True,False,False,True,True,True,True,True,PIRIG
0x1228b,True,False,False,True,True,True,True,True,PIRIG TIMES KAL
0x1228c,True,True,True,True,True,True,True,True,PIRIG TIMES UD
0x1228d,True,True,True,True,True,True,True,True,PIRIG TIMES ZA
0x1228e,True,False,False,True,True,False,True,True,PIRIG OPPOSING PIRIG
0x1228f,True,True,True,True,True,True,True,True,RA
0x12290,True,False,False,True,True,True,True,True,RAB
0x12291,True,True,True,True,True,True,True,True,RI
0x12292,True,True,True,True,True,True,True,True,RU
0x12293,True,True,True,True,True,True,True,True,SA
0x12294,True,False,False,True,True,False,True,True,SAG NUTILLU
0x12295,True,True,True,True,True,True,True,True,SAG
0x12296,True,False,False,True,True,False,True,True,SAG TIMES A
0x12297,True,False,False,True,True,False,True,True,SAG TIMES DU
0x12298,True,False,False,True,True,False,True,True,
0x12299,True,False,False,True,True,False,True,True,SAG TIMES HA
0x1229a,True,False,False,True,True,False,True,True,SAG TIMES KAK
0x1229b,True,False,False,True,True,False,True,True,
0x1229c,True,False,False,True,True,False,True,True,SAG TIMES LUM
0x1229d,True,False,False,True,True,True,True,True,SAG TIMES MI
0x1229e,True,False,False,True,True,False,True,True,SAG TIMES NUN
0x1229f,True,False,False,True,True,False,True,True,SAG TIMES SAL
0x122a0,True,False,False,True,True,True,True,True,SAG TIMES SHID
0x122a1,True,False,False,True,True,False,True,True,
0x122a2,True,False,False,True,True,True,True,True,SAG TIMES U2
0x122a3,True,False,False,True,True,False,True,True,SAG TIMES UB
0x122a4,True,False,False,True,True,False,True,True,SAG TIMES UM
0x122a5,True,False,False,True,True,False,True,True,SAG TIMES UR
0x122a6,True,False,False,True,True,False,True,True,SAG TIMES USH
0x122a7,True,False,False,True,True,False,True,True,SAG OVER SAG
0x122a8,True,True,True,True,True,True,True,True,SAG GUNU
0x122a9,True,True,True,True,True,True,True,True,SAL
0x122aa,True,False,False,True,True,False,True,True,SAL LAGAB TIMES ASH2
0x122ab,True,False,False,True,True,False,True,True,
0x122ac,True,True,True,True,True,True,True,True,SAR
0x122ad,True,True,True,True,True,True,True,True,SHA
0x122ae,True,True,True,True,True,True,True,True,SHA3
0x122af,True,False,False,True,True,True,True,True,SHA3 TIMES A
0x122b0,True,False,False,True,True,False,True,True,SHA3 TIMES BAD
0x122b1,True,False,False,True,True,False,True,True,SHA3 TIMES GISH
0x122b2,True,False,False,True,True,False,True,True,SHA3 TIMES NE
0x122b3,True,False,False,True,True,False,True,True,SHA3 TIMES SHU2
0x122b4,True,False,False,True,True,False,True,True,SHA3 TIMES TUR
0x122b5,True,False,False,True,True,False,True,True,SHA3 TIMES U
0x122b6,True,False,False,True,True,False,True,True,SHA3 TIMES U PLUS A
0x122b7,True,True,True,True,True,True,True,True,SHA6 (bad!)
0x122b8,True,False,False,True,True,False,True,True,
0x122b9,True,True,False,True,True,True,True,True,SHAR2
0x122ba,True,True,True,True,True,True,True,True,SHE
0x122bb,True,True,True,True,True,True,True,True,SHE HU
0x122bc,True,False,False,True,True,False,True,True,SHE OVER SHE GAD OVER GAD GAR OVER GAR
0x122bd,True,False,False,True,True,False,True,True,SHE OVER SHE TAB OVER TAB GAR OVER GAR
0x122be,True,False,False,True,True,True,True,True,SHEG9
0x122bf,True,True,True,True,True,True,True,True,SHEN
0x122c0,True,True,True,True,True,True,True,True,SHESH
0x122c1,True,False,False,True,True,True,True,True,SHESH2 & SUHUR
0x122c2,True,False,False,True,True,True,True,True,SHESHLAM
0x122c3,True,True,False,True,True,True,True,True,SHID
0x122c4,True,False,False,True,True,True,True,True,SHID TIMES A
0x122c5,True,False,False,True,True,False,True,True,SHID TIMES IM
0x122c6,True,True,True,True,True,True,True,True,SHIM
0x122c7,True,False,False,True,True,True,True,True,SHIM TIMES A
0x122c8,True,False,False,True,True,False,True,True,SHIM TIMES BAL
0x122c9,True,False,False,True,True,False,True,True,SHIM TIMES BULUG
0x122ca,True,False,False,True,True,False,True,True,SHIM TIMES DIN
0x122cb,True,True,False,True,True,True,True,True,SHIM TIMES GAR
0x122cc,True,False,False,True,True,False,True,True,SHIM TIMES IGI
0x122cd,True,False,False,True,True,False,True,True,SHIM TIMES IGI GUNU
0x122ce,True,False,False,True,True,False,True,True,SHIM TIMES KUSHU2
0x122cf,True,False,False,True,True,False,True,True,SHIM TIMES LUL
0x122d0,True,False,False,True,True,False,True,True,SHIM TIMES MUG
0x122d1,True,False,False,True,True,False,True,True,SHIM TIMES SAL
0x122d2,True,True,False,True,True,True,True,True,SHINIG
0x122d3,True,True,True,True,True,True,True,True,SHIR
0x122d4,True,False,False,True,True,False,True,True,SHIR TENU
0x122d5,True,False,False,True,True,False,True,True,
0x122d6,True,True,False,True,True,False,True,True,SHITA & GISH
0x122d7,True,True,True,True,True,True,True,True,SHU
0x122d8,True,False,False,True,True,False,True,True,
0x122d9,True,True,False,True,True,True,True,True,SHU2
0x122da,True,True,True,True,True,True,True,True,SHUBUR
0x122db,True,True,True,True,True,True,True,True,SI
0x122dc,True,True,False,True,True,True,True,True,SI GUNU
0x122dd,True,True,True,True,True,True,True,True,SIG
0x122de,True,True,True,True,True,True,True,True,SIG4
0x122df,True,False,False,True,True,False,True,True,SIG4 OVER SIG4 SHU2
0x122e0,True,True,True,True,True,True,True,True,SIK2
0x122e1,True,True,True,True,True,True,True,True,SILA3
0x122e2,True,True,True,True,True,True,True,True,SU OVER SU
0x122e3,True,False,False,True,True,False,True,True,
0x122e4,True,True,False,True,True,True,True,True,SUD
0x122e5,True,False,False,True,True,True,True,True,SUD2
0x122e6,True,False,False,True,True,True,True,True,SUHUR
0x122e7,True,True,True,True,True,True,True,True,SUM
0x122e8,True,False,False,True,True,False,True,True,SUMASH
0x122e9,True,True,False,True,True,True,True,True,SUR
0x122ea,True,False,False,True,True,False,True,True,SUR9
0x122eb,True,True,True,True,True,True,True,True,TA
0x122ec,True,False,False,True,True,True,True,True,TA ASTERISK
0x122ed,True,True,False,True,True,True,True,True,TA TIMES HI
0x122ee,True,False,False,True,True,False,True,True,TA TIMES MI
0x122ef,True,False,False,True,True,True,True,True,TA GUNU
0x122f0,True,True,False,True,True,True,True,True,TAB
0x122f1,True,False,False,True,True,False,True,True,TAB OVER TAB NI OVER NI DISH OVER DISH
0x122f2,True,False,False,True,True,False,True,True,TAB SQUARED
0x122f3,True,True,True,True,True,True,True,True,TAG
0x122f4,True,False,False,True,True,False,True,True,
0x122f5,True,False,False,True,True,False,True,True,TAG TIMES GUD
0x122f6,True,False,False,True,True,False,True,True,
0x122f7,True,False,False,True,True,False,True,True,TAG TIMES SHU
0x122f8,True,False,False,True,True,False,True,True,TAG TIMES TUG2
0x122f9,True,False,False,True,True,False,True,True,TAG TIMES UD
0x122fa,True,True,False,True,True,True,True,True,TAK4
0x122fb,True,True,True,True,True,True,True,True,TAR
0x122fc,True,True,True,True,True,True,True,True,TE
0x122fd,True,False,False,True,True,True,True,True,TE GUNU
0x122fe,True,True,True,True,True,True,True,True,TI TENU
0x122ff,True,False,False,True,True,False,True,True,
0x12300,True,False,False,True,True,True,True,True,TIL
0x12301,True,True,True,True,True,True,True,True,TIR
0x12302,True,False,False,True,True,False,True,True,
0x12303,True,False,False,True,True,False,True,True,TIR OVER TIR
0x12304,True,False,False,True,True,False,True,True,TIR OVER TIR GAD OVER GAD GAR OVER GAR
0x12305,True,True,True,True,True,True,True,True,TU
0x12306,True,True,True,True,True,True,True,True,TUG2
0x12307,True,True,False,True,True,True,True,True,TUK
0x12308,True,True,True,True,True,True,True,True,TUM
0x12309,True,True,True,True,True,True,True,True,TUR
0x1230a,True,False,False,True,True,False,True,True,TUR OVER TUR ZA OVER ZA
0x1230b,True,True,True,True,True,True,True,True,U
0x1230c,True,True,True,True,True,True,True,True,U GUD
0x1230d,True,True,True,True,True,True,True,True,U U U
0x1230e,True,False,False,True,True,False,True,True,U OVER U PA OVER PA GAR OVER GAR
0x1230f,True,False,False,True,True,False,True,True,U OVER U SUR OVER SUR
0x12310,True,False,False,True,True,False,True,True,U OVER U U REVERSED OVER U REVERSED
0x12311,True,True,True,True,True,True,True,True,U2
0x12312,True,True,True,True,True,True,True,True,UB
0x12313,True,True,True,True,True,True,True,True,UD
0x12314,True,True,True,True,True,True,True,True,UD KUSHU2
0x12315,True,False,False,True,True,False,True,True,
0x12316,True,False,False,True,True,False,True,True,UD TIMES MI
0x12317,True,False,False,True,True,True,True,True,UD TIMES U PLUS U PLUS U
0x12318,True,True,True,True,True,True,True,True,UD TIMES U PLUS U PLUS U GUNU
0x12319,True,False,False,True,True,False,True,True,UD GUNU
0x1231a,True,True,True,True,True,False,True,True,UD SHESHIG
0x1231b,True,False,False,True,True,False,True,True,UD SHESHIG TIMES BAD
0x1231c,True,False,True,True,True,True,True,True,UDUG
0x1231d,True,True,True,True,True,True,True,True,UM
0x1231e,True,False,False,True,True,False,True,True,
0x1231f,True,False,False,True,True,False,True,True,UM TIMES ME PLUS DA
0x12320,True,False,False,True,True,False,True,True,
0x12321,True,False,False,True,True,False,True,True,UM TIMES U
0x12322,True,True,False,True,True,True,True,True,UMBIN
0x12323,True,False,False,True,True,True,True,True,UMUM
0x12324,True,True,False,True,True,True,True,True,UMUM TIMES KASKAL
0x12325,True,False,False,True,True,False,True,True,UMUM TIMES PA
0x12326,True,True,True,True,True,True,True,True,UN
0x12327,True,False,False,True,True,False,True,True,
0x12328,True,True,True,True,True,True,True,True,UR
0x12329,True,False,False,True,True,False,True,True,UR CROSSING UR
0x1232a,True,False,False,True,True,False,True,True,UR SHESHIG
0x1232b,True,True,True,True,True,True,True,True,UR2
0x1232c,True,False,False,True,True,False,True,True,UR2 TIMES A PLUS HA
0x1232d,True,False,False,True,True,False,True,True,
0x1232e,True,False,False,True,True,False,True,True,UR2 TIMES AL
0x1232f,True,False,False,True,True,False,True,True,UR2 TIMES HA
0x12330,True,False,False,True,True,False,True,True,UR2 TIMES NUN
0x12331,True,False,False,True,True,False,True,True,UR2 TIMES U2
0x12332,True,False,False,True,True,True,True,True,UR2 TIMES U2 PLUS ASH
0x12333,True,False,False,True,True,False,True,True,
0x12334,True,True,False,True,True,True,True,True,UR4
0x12335,True,True,False,True,True,True,True,True,URI
0x12336,True,False,False,True,True,True,True,True,URI3
0x12337,True,True,True,True,True,True,True,True,URU
0x12338,True,False,False,True,True,False,True,True,URU TIMES A
0x12339,True,False,False,True,True,False,True,True,
0x1233a,True,True,False,True,True,True,True,True,URU TIMES BAR
0x1233b,True,False,False,True,True,False,True,True,
0x1233c,True,False,False,True,True,False,True,True,URU TIMES GA
0x1233d,True,False,False,True,True,False,True,True,
0x1233e,True,False,False,True,True,False,True,True,URU TIMES GAN2 TENU
0x1233f,True,False,False,True,True,True,True,True,URU TIMES GAR
0x12340,True,False,False,True,True,True,True,True,URU TIMES GU
0x12341,True,False,False,True,True,False,True,True,URU TIMES HA
0x12342,True,True,False,True,True,True,True,True,URU TIMES IGI
0x12343,True,False,False,True,True,False,True,True,
0x12344,True,False,False,True,True,False,True,True,
0x12345,True,False,False,True,True,False,True,True,
0x12346,True,False,False,True,True,False,True,True,
0x12347,True,True,False,True,True,True,True,True,URU TIMES MIN
0x12348,True,False,False,True,True,False,True,True,
0x12349,True,False,False,True,True,False,True,True,
0x1234a,True,False,False,True,True,False,True,True,
0x1234b,True,False,False,True,True,False,True,True,URU TIMES TU
0x1234c,True,False,False,True,True,False,True,True,URU TIMES U PLUS GUD
0x1234d,True,False,False,True,True,True,True,True,URU TIMES UD
0x1234e,True,True,False,True,True,True,True,True,URU TIMES URUDA
0x1234f,True,True,False,True,True,True,True,True,URUDA
0x12350,True,False,False,True,True,True,True,True,URUDA TIMES U
0x12351,True,True,True,True,True,True,True,True,USH
0x12352,True,False,False,True,True,True,True,True,USH TIMES A
0x12353,True,False,False,True,True,False,True,True,USH TIMES KU
0x12354,True,False,False,True,True,False,True,True,
0x12355,True,False,False,True,True,False,True,True,USH TIMES TAK4
0x12356,True,False,False,True,True,False,True,True,
0x12357,True,False,False,True,True,True,True,True,USH2
0x12358,True,False,False,True,True,False,True,True,
0x12359,True,False,False,True,True,False,True,True,UTUKI
0x1235a,True,True,False,True,True,True,True,True,UZ3
0x1235b,True,False,False,True,True,False,True,True,UZ3 TIMES KASKAL
0x1235c,True,True,True,True,True,True,True,True,UZU
0x1235d,True,True,True,True,True,True,True,True,ZA
0x1235e,True,False,False,True,True,False,True,True,ZA TENU
0x1235f,True,False,False,True,True,False,True,True,ZA SQUARED TIMES KUR
0x12360,True,True,False,True,True,True,True,True,ZAG
0x12361,True,False,False,True,True,False,True,True,
0x12362,True,True,True,True,True,True,True,True,ZE2
0x12363,True,True,True,True,True,True,True,True,ZI
0x12364,True,True,False,True,True,True,True,True,ZI OVER ZI & A
0x12365,True,False,False,True,True,True,True,True,ZI3
0x12366,True,False,False,True,True,True,True,True,ZIB
0x12367,True,False,False,True,True,False,True,True,ZIB KABA TENU
0x12368,True,False,False,True,True,True,True,True,ZIG
0x12369,True,False,False,True,True,True,True,True,ZIZ2
0x1236a,True,True,True,True,True,True,True,True,ZU
0x1236b,True,False,False,True,True,True,True,True,ZU5
0x1236c,True,False,False,True,True,True,True,True,ZU5 TIMES A
0x1236d,True,False,False,True,True,False,True,True,ZUBUR
0x1236e,True,True,True,True,True,True,True,True,ZUM
0x1236f,True,False,False,True,False,False,True,False,
0x12370,True,False,False,True,False,False,True,False,
0x12371,True,False,False,True,False,False,True,False,AB2 TIMES A
0x12372,True,False,False,True,False,False,True,False,
0x12373,True,False,False,True,False,False,True,False,
0x12374,True,False,False,True,False,False,True,False,
0x12375,True,False,False,True,False,False,True,False,DISH PLUS SHU
0x12376,True,False,False,True,False,False,True,False,
0x12377,True,False,False,True,False,False,True,False,
0x12378,True,False,False,True,False,False,True,False,
0x12379,True,False,False,True,False,False,True,False,
0x1237a,True,False,False,True,False,False,True,False,
0x1237b,True,False,False,True,False,False,True,False,GE22
0x1237c,True,True,True,True,False,False,True,False,
0x1237d,True,False,False,True,False,False,True,False,SIGN HUSH
0x1237e,True,False,False,True,False,False,True,False,
0x1237f,True,False,False,True,False,False,True,False,
0x12380,True,False,False,True,False,False,True,False,KA TIMES GISH
0x12381,True,False,False,True,False,False,True,False,
0x12382,True,False,False,True,False,False,True,False,
0x12383,True,False,False,True,False,False,True,False,
0x12384,True,False,False,True,False,False,True,False,KA TIMES PA
0x12385,True,False,False,True,False,False,True,False,
0x12386,True,False,False,True,False,False,True,False,KA TIMES TU
0x12387,True,False,False,True,False,False,True,False,KA TIMES UR2
0x12388,True,False,False,True,False,False,True,False,LAGAB TIMES GI
0x12389,True,False,False,True,False,False,True,False,
0x1238a,True,False,False,True,False,False,True,False,
0x1238b,True,False,False,True,False,False,True,False,
0x1238c,True,True,True,True,False,False,True,False,MESH
0x1238d,True,False,False,True,False,False,True,False,
0x1238e,True,True,True,True,False,False,True,False,
0x1238f,True,True,True,True,False,False,True,False,
0x12390,True,False,False,True,False,False,True,False,
0x12391,True,False,False,True,False,False,True,False,NINDA2 TIMES BAL
0x12392,True,False,False,True,False,False,True,False,NINDA2 TIMES GI
0x12393,True,False,False,True,False,False,True,False,
0x12394,True,False,False,True,False,False,True,False,
0x12395,True,False,False,True,False,False,True,False,
0x12396,True,False,False,True,False,False,True,False,
0x12397,True,False,False,True,False,False,True,False,SIGN TI2
0x12398,True,False,False,True,False,False,True,False,UM TIMES ME
0x12399,True,False,False,True,False,False,True,False,U U
0x12146,True,True,True,True,True,True,True,True,IGI
0x12313,True,True,True,True,True,True,True,True,UD & SAL & HUB2
